小韻號,藤田條目號,韻目原貌,音韻地位,代表字,反切上字,反切下字,反切上字-又,反切下字-又,直音,反切上字地位,反切下字地位,反切上字地位-又,反切下字地位-又,對應廣韻小韻號,兩家差異注釋,代表字釋義,代表字釋義-又（又 = 李永富資料之與前一列不同者）
217,1635,魚,清開三魚平,疽,七,余,,,,清開三真入,以開三魚平,,,233,,㿈疽.七余反.十一.,癰疽.七余反.十一.
218,1649,魚,崇開三魚平,鋤,助,魚,,,,崇開三魚去,疑開三C魚平,,,234,,助魚反.一.,
219,1652,魚,徹開三魚平,攄,勑,居,,,,徹開三蒸入,見開三C魚平,,,235,,舒.勑居反.二.,
220,1656,魚,生開三魚平,踈,色,魚,,,,生開三蒸入,疑開三C魚平,,,236,,色魚反.四.,
221,1665,魚,曉開三C魚平,虚,許,魚,,,,曉開三C魚上,疑開三C魚平,,,237,,許魚反.五.,
222,1670,魚,邪開三魚平,徐,似,魚,,,,邪開三之上,疑開三C魚平,,,238,,似魚反.三.,
223,1674,魚,影開三C魚平,扵,央,魚,,,,影開三C陽平,疑開三C魚平,,,239,,央魚反.五.,
224,1679,魚,知開三魚平,猪,陟,魚,,,,知開三蒸入,疑開三C魚平,,,240,,陟魚反.三.,
225,1683,魚,來開三魚平,臚,力,魚,,,,來開三蒸入,疑開三C魚平,,,241,,皮臚.又鴻臚.力魚反.十.,
226,1693,魚,章開三魚平,諸,章,魚,,,,章開三陽平,疑開三C魚平,,,242,,章魚反.五.,
227,1699,魚,澄開三魚平,除,直,魚,,,,澄開三蒸入,疑開三C魚平,,,243,,直魚反.七.,
228,1709,魚,日開三魚平,如,汝,魚,,,,日開三魚上,疑開三C魚平,,,244,,汝魚反.四.,
229,1715,魚,精開三魚平,且,子,魚,,,,精開三之上,疑開三C魚平,,,245,,子魚反.三.,
230,1718,魚,溪開三C魚平,墟,去,魚,,,,溪開三C魚去,疑開三C魚平,,,246,,去魚反.五.,
231,1726,魚,莊開三魚平,葅,側,魚,,,,莊開三蒸入,疑開三C魚平,,,247,,側魚反.二.,
232,1728,魚,常開三魚平,蜍,署,魚,,,,常開三魚去,疑開三C魚平,,,248,,蟾蜍.署魚反.二.,
233,1730,魚,孃開三魚平,袽,女,余,,,,孃開三魚上,以開三魚平,,,249,,易曰衣有袽.女余反.三.,
234,1734,虞,疑合三C虞平,虞,語,俱,,,,疑開三C魚上,見合三C虞平,,,250,,語俱反.十二.,
235,1752,虞,初合三虞平,芻,測,隅,,,,初開三蒸入,疑合三C虞平,,,251,,測隅反.一.,
236,1753,虞,明三C虞平,無,武,夫,,,,明三C虞上,幫三C虞平,,,252,,有無.武夫反.十一.,
237,1768,虞,云合三C虞平,于,羽,俱,,,,云合三C虞上,見合三C虞平,,,253,,羽俱反.七.,
238,1781,虞,曉合三C虞平,訏,況,于,,,,曉合三C陽去,云合三C虞平,,,254,,大.況于反.七.,
239,1794,虞,羣合三C虞平,劬,其,俱,,,,羣開三C之平,見合三C虞平,,,255,,其俱反.十六.,
240,1821,虞,日合三虞平,儒,日,朱,,,,日開三真入,章合三虞平,,,256,,日朱反.七.,
241,1830,虞,心合三虞平,鬚,相,俞,,,,心開三陽平,以合三虞平,,,257,,古作湏.相俞反.八.,古作須.相俞反.八.
242,1840,虞,知合三虞平,株,陟,輸,,,,知開三蒸入,書合三虞平,,,258,,陟輸反.四.,
243,1848,虞,徹合三虞平,貙,勑,俱,,,,徹開三蒸入,見合三C虞平,,,259,,獸名.勑俱反.一.,
244,1849,虞,常合三虞平,銖,市,朱,,,,常開三之上,章合三虞平,,,260,,市朱反.六.,錙銖.市朱反.六.
245,1857,虞,以合三虞平,逾,羊,朱,,,,以開三陽平,章合三虞平,,,261,,越.羊朱反.廿六.,越.羊朱反.二十五.
246,1887,虞,溪合三C虞平,區,氣,俱,,,,溪開三C微去,見合三C虞平,,,262,,氣俱反.六.,
247,1893,虞,章合三虞平,朱,止,俱,,,,章開三之上,見合三C虞平,,,263,,止俱反.六.,
248,1901,虞,清合三虞平,趨,七,朱,,,,清開三真入,章合三虞平,,,264,,疾行.七朱反.一.,
249,1902,虞,來合三虞平,慺,力,朱,,,,來開三蒸入,章合三虞平,,,265,,敬.力朱反.九.,
250,1915,虞,並三C虞平,扶,附,夫,,,,並三C虞去,幫三C虞平,,,266,,持.附夫反.十.,
251,1931,虞,崇合三虞平,䅳,士,于,,,,崇開三之上,云合三C虞平,,,267,,稷穰.士于反.二.,
252,1933,虞,滂三C虞平,敷,撫,夫,,,,滂三C虞上,幫三C虞平,,,269,,撫夫反.十六.,
253,1959,虞,精合三虞平,諏,子,于,,,,精開三之上,云合三C虞平,,,270,,謀.子于反.又子侯反.四.,
254,1965,虞,幫三C虞平,跗,甫,于,,,,幫三C虞上,云合三C虞平,,,271,,甫于反.十.,
255,1978,虞,影合三C虞平,紆,憶,俱,,,,影開三C蒸入,見合三C虞平,,,272,,縈.憶俱反.四.,
256,1988,虞,書合三虞平,輸,式,朱,,,,書開三蒸入,章合三虞平,,,273,,式朱反.一.,
257,1990,虞,昌合三虞平,樞,昌,朱,,,,昌開三陽平,章合三虞平,,,274,,昌朱反.二.,
258,1993,虞,澄合三虞平,厨,直,誅,,朱,,澄開三蒸入,知合三虞平,,章合三虞平,275,,直誅反.二.,直朱反.二.
259,1995,虞,見合三C虞平,拘,舉,隅,,,,見開三C魚上,疑合三C虞平,,,276,,舉隅反.九.,
260,2007,虞,生合三虞平,毹,山,虞,,,,生開二山平,疑合三C虞平,,,277,,氍毹.山虞反.三.,
261,2010,模,明一模平,模,莫,胡,,,,明一唐入,匣一模平,,,278,,法.莫胡反.七.,
262,2020,模,並一模平,匍,薄,胡,,,,並一唐入,匣一模平,,,279,,〻匐.薄胡反.七.,匍匐.薄胡反.七.
263,2028,模,匣一模平,胡,戸,吳,,,,匣一模上,疑一模平,,,280,,戸吳反.十四.,
264,2047,模,見一模平,孤,古,胡,,,,見一模上,匣一模平,,,281,,古胡反.十五.,
265,2070,模,定一模平,徒,度,都,,,,定一模去,端一模平,,,282,,度都反.十七.,
266,2092,模,泥一模平,奴,乃,胡,,,,泥開一咍上,匣一模平,,,283,,乃胡反.六.,
267,2098,模,曉一模平,呼,荒,烏,,,,曉合一唐平,影一模平,,,284,,荒烏反.五.,
268,2106,模,疑一模平,吾,五,胡,,,,疑一模上,匣一模平,,,285,,五胡反.十.,
269,2121,模,精一模平,租,則,胡,,吾,,精開一登入,匣一模平,,疑一模平,286,,則胡反.二.,則吾反.二.
270,2123,模,來一模平,盧,落,胡,,,,來開一唐入,匣一模平,,,287,,落胡反.十六.,
271,2148,模,心一模平,蘇,思,吾,,,,心開三之平,疑一模平,,,288,,思吾反.三.,
272,2152,模,從一模平,徂,昨,姑,,,,從開一唐入,見一模平,,,289,,往.昨姑反.二.,
273,2155,模,影一模平,烏,哀,都,,,,影開一咍平,端一模平,,,290,,哀都反.九.,
274,2172,模,幫一模平,逋,博,孤,,,,幫一唐入,見一模平,,,291,,博孤反.四.,
275,2182,模,溪一模平,枯,苦,胡,,,,溪一模上,匣一模平,,,292,,苦胡反.三.,
276,2190,模,清一模平,麁,倉,胡,,,,清開一唐平,匣一模平,,,293,,米不精.倉胡反.二.,
277,2193,模,透一模平,㻌,他,胡,,,,透開一歌平,匣一模平,,,294,,羙玉.他胡反.二.,美玉.他胡反.二.
278,2199,模,端一模平,都,丁,姑,,胡,,端開四青平,見一模平,,匣一模平,295,,丁姑反.三.,丁胡反.三.
279,2204,模,滂一模平,𥠵,普,胡,,,,滂一模上,匣一模平,,,296,,豆𥠵.普胡反.五.,
280,2211,齊,從開四齊平,齊,徂,嵆,,,,從一模平,匣開四齊平,,,297,,徂嵆反.五.,
281,2219,齊,來開四齊平,黎,落,嵆,,,,來開一唐入,匣開四齊平,,,298,,落嵆反.十一.,
282,2237,齊,清開四齊平,妻,七,嵆,,,,清開三真入,匣開四齊平,,,299,,七嵆反.五.,
283,2246,齊,端開四齊平,仾,當,嵆,,,,端開一唐平,匣開四齊平,,,300,,〻昻.當嵆反.七.,低昻.當嵆反.七.
284,2267,齊,定開四齊平,啼,度,嵆,,,,定一模去,匣開四齊平,,,301,,度嵆反.廿三.,度嵆反.二十二.
285,2307,齊,幫四齊平,豍,方,奚,,,,幫三C陽平,匣開四齊平,,,302,,〻豆.方奚反.十.,豍豆.方奚反.十.
286,2320,齊,匣開四齊平,奚,胡,鷄,,,,匣一模平,見開四齊平,,,304,,胡鷄反.十二.,
287,2335,齊,見開四齊平,鷄,古,嵆,,,,見一模上,匣開四齊平,,,303,,古嵆反.五.,
288,2344,齊,影開四齊平,鷖,烏,鷄,,兮,,影一模平,見開四齊平,,匣開四齊平,305,,烏鷄反.五.,烏兮反.五.
289,2354,齊,疑開四齊平,倪,五,嵆,,,,疑一模上,匣開四齊平,,,306,,五嵆反.九.,
290,2367,齊,曉開四齊平,醯,呼,鷄,,,,曉一模平,見開四齊平,,,307,,俗作䤈.呼鷄反.三.,
291,2372,齊,心開四齊平,西,素,嵆,,,,心一模去,匣開四齊平,,,308,,素嵆反.九.,
292,2384,齊,透開四齊平,梯,湯,嵆,,,,透開一唐平,匣開四齊平,,,309,,湯嵆反.五.,
293,2392,齊,並四齊平,鼙,薄,迷,,,,並一唐入,明四齊平,,,310,,薄迷反.三.,
294,2396,齊,日開三祭平,臡,人,兮,,,,日開三真平,匣開四齊平,,,319,,醢有骨.人兮反.又奴𠔃反.一.,醢有骨.人兮反.又奴兮反.一.
295,2397,齊,滂四齊平,批,普,鷄,,,,滂一模上,見開四齊平,,,311,,撃.普鷄反.二.,擊.普鷄反.二.
296,2402,齊,精開四齊平,齎,即,嵆,,,,精開三蒸入,匣開四齊平,,,312,,持.即嵆反.四.,持.即嵆反.五.
297,2410,齊,明四齊平,迷,莫,奚,,,,明一唐入,匣開四齊平,,,313,,莫奚反.四.,
298,2415,齊,泥開四齊平,泥,奴,仾,,,,泥一模平,端開四齊平,,,314,,奴仾反.一.,
299,2418,齊,溪開四齊平,谿,苦,嵆,,,,溪一模上,匣開四齊平,,,315,,苦嵆反.一.,
300,2421,齊,見合四齊平,圭,古,攜,,,,見一模上,匣合四齊平,,,316,,十圭為一合.古攜反.五.,十圭爲一合.古攜反.五.
301,2433,齊,溪合四齊平,睽,苦,圭,,,,溪一模上,見合四齊平,,,317,,異.苦圭反.又古携反.五.,
302,2443,齊,匣合四齊平,攜,戸,圭,,,,匣一模上,見合四齊平,,,318,,戸圭反.九.,
303,2457,齊,常開三祭平,栘,成,西,,栖,,常開三清平,心開四齊平,,,320,,榶棣木名.成西反.又余𫞕以支二反.一.,榶棣木名.成栖反.又余氏以支二反.一.
304,2460,佳,見開二佳平,佳,古,膎,,,,見一模上,匣開二佳平,,,323,,古膎反.二.,
305,2462,佳,匣開二佳平,膎,戸,佳,,,,匣一模上,見開二佳平,,,324,,脯.戸佳反.三.,
306,2467,佳,並二佳平,牌,薄,佳,,,,並一唐入,見開二佳平,,,325,,牓.薄佳反.四.,
307,2472,佳,見合二佳平,媧,姑,柴,,,,見一模平,崇開二佳平,,,326,,女媧𫞕.姑柴反.三.,女媧氏.姑柴反.三.
308,2479,佳,影合二佳平,蛙,烏,緺,,,,影一模平,見合二佳平,,,327,,蝦蟆属.烏緺反.一.,蝦蟇屬.烏緺反.一.
309,2480,佳,溪合二佳平,咼,苦,蛙,,,,溪一模上,影合二佳平,,,328,,口戾.苦蛙反.二.,口戾.苦蛙反.◇.
310,2483,佳,崇開二佳平,柴,士,佳,,,,崇開三之上,見開二佳平,,,329,,薪.士佳反.四.,
311,2490,佳,初開二佳平,釵,楚,佳,,,,初開三魚上,見開二佳平,,,330,,楚佳反.二.,
312,2498,佳,曉合二佳平,竵,火,咼,,,,曉合一歌上,溪合二佳平,,,331,,物不正.火咼反.一.,
313,2501,佳,孃開二佳平,䍲,妳,佳,,,,孃開二佳上,見開二佳平,,,332,,〻羺胡羊.妳佳反.一.,䍲羺胡羊.妳佳反.一.
314,2503,佳,疑開二佳平,崖,五,佳,,,,疑一模上,見開二佳平,,,333,,五佳反.四.,岸.五佳反.四.
315,2509,佳,影開二佳平,娃,扵,佳,,,,影開三C魚平,見開二佳平,,,334,,羙女㒵.扵佳反.三.,美女皃.扵佳反.三.
316,2513,佳,生開二佳平,崽,山,佳,,,,生開二山平,見開二佳平,,,335,,呼彼之稱.山佳反.又山𣅜反.一.,呼彼之稱.山佳反.又山皆反.一.
317,2515,佳,曉開二佳平,㗨,火,佳,,,,曉合一歌上,見開二佳平,,,336,,𥬇.火佳反.二.,
318,2517,佳,徹開二佳平,扠,丑,佳,,,,徹三尤上,見開二佳平,,,337,,以拳加人.亦作搋.丑佳反.一.,
319,2518,佳,明二佳平,䁲,莫,佳,,,,明一唐入,見開二佳平,,,338,,視㒵.莫佳反.一.,視皃.莫佳反.一.
320,2520,佳,生開二佳平,諰,所,柴,,,,生開三魚上,崇開二佳平,,,335,藤田無此小韻,語.所柴反.一.,
321,2521,皆,見開二皆平,皆,古,諧,,,,見一模上,匣開二皆平,,,340,,古諧反.十.,
322,2535,皆,匣開二皆平,諧,戸,皆,,,,匣一模上,見開二皆平,,,342,,戸皆反.五.,
323,2542,皆,並二皆平,排,步,皆,,,,並一模去,見開二皆平,,,343,,推.步皆反.四.,
324,2547,皆,見合二皆平,乖,古,懷,,,,見一模上,匣合二皆平,,,344,,古懷反.一.,
325,2548,皆,匣合二皆平,懷,戸,乖,,,,匣一模上,見合二皆平,,,345,,戸乖反.七.,
326,2556,皆,溪合二皆平,匯,苦,淮,,,,溪一模上,匣合二皆平,,,346,,𤀎名.苦淮反.一.,澤名.苦淮反.一.
327,2559,皆,崇開二皆平,豺,士,諧,,,,崇開三之上,匣開二皆平,,,347,,狼属.士諧反.二.,狼屬.士諧反.二.
328,2563,皆,初開二皆平,差,楚,皆,,,,初開三魚上,見開二皆平,,,348,,簡.楚皆反.一.,
329,2565,皆,曉合二皆平,虺,呼,懷,,,,曉一模平,匣合二皆平,,,349,,〻尵馬病.呼懷反.一.,虺尵馬病.呼懷反.一.
330,2566,皆,明二皆平,埋,莫,皆,,,,明一唐入,見開二皆平,,,351,,莫皆反.三.,
331,2569,皆,莊開二皆平,齋,側,皆,,,,莊開三蒸入,見開二皆平,,,352,,〻潔.側皆反.一.,齋潔.側皆反.一.
332,2570,皆,影合二皆平,崴,乙,乖,,,,影開三B真入,見合二皆平,,,353,,〻㠢不平状.乙乖反.一.,崴㠢不平狀.乙乖反.一.
333,2573,皆,知開二皆平,𪘨,卓,皆,,,,知二江入,見開二皆平,,,354,,齧.卓皆反.一.,
334,2574,皆,溪開二皆平,揩,客,皆,,,,溪開二庚入,見開二皆平,,,356,,〻搱摩拭.客皆反.一.,揩摨摩拭.客皆反.一.
335,2576,皆,孃開二皆平,摨,諾,皆,,,,泥開一唐入,見開二皆平,,,357,,諾皆反.一.,
336,2578,灰,曉合一灰平,灰,呼,恢,,,,曉一模平,溪合一灰平,,,364,,呼恢反.三.,
337,2582,灰,溪合一灰平,恢,苦,回,,,,溪一模上,匣合一灰平,,,365,,大.苦回反.五.,
338,2588,灰,影合一灰平,隈,烏,回,,,,影一模平,匣合一灰平,,,366,,水曲.烏回反.三.,
339,2595,灰,匣合一灰平,回,戸,恢,,,,匣一模上,溪合一灰平,,,367,,戸恢反.七.,
340,2604,灰,明一灰平,枚,莫,杯,,,,明一唐入,幫一灰平,,,368,,莫杯反.十一.,
341,2616,灰,見合一灰平,瓌,公,回,,,,見一東平,匣合一灰平,,,369,,公回反.二.,
342,2620,灰,來合一灰平,雷,路,回,,,,來一模去,匣合一灰平,,,370,,路回反.四.,
343,2628,灰,定合一灰平,穨,杜,回,,,,定一模上,匣合一灰平,,,371,,暴風.杜回反.六.,
344,2639,灰,清合一灰平,崔,此,回,,,,清開三支上,匣合一灰平,,,372,,此回反.三.,
345,2642,灰,端合一灰平,磓,都,回,,,,端一模平,匣合一灰平,,,373,,落.都回反.三.,
346,2647,灰,從合一灰平,摧,昨,恢,,,,從開一唐入,溪合一灰平,,,375,,折.昨恢反.三.,
347,2651,灰,心合一灰平,𤗯,素,回,,,,心一模去,匣合一灰平,,,374,,〻𤗴.素回反.二.,𤗯𤗴.素回反.二.
348,2654,灰,並一灰平,裴,薄,恢,,,,並一唐入,溪合一灰平,,,376,,薄恢反.五.,
349,2661,灰,幫一灰平,杯,布,回,,,,幫一模去,匣合一灰平,,,377,,布回反.一.,
350,2662,灰,滂一灰平,肧,芳,杯,,,,滂三C陽平,幫一灰平,,,378,,懐胎一月.芳杯反.四.,懷胎一月.芳杯反.四.
351,2667,灰,疑合一灰平,鮠,五,回,,,,疑一模上,匣合一灰平,,,379,,魚似鮎.五回反.三.,
352,2670,灰,透合一灰平,𨌴,他,回,,,,透開一歌平,匣合一灰平,,,380,,車盛㒵.他回反.二.,車盛皃.他回反.二.
353,2674,灰,泥合一灰平,𢅼,乃,回,,,,泥開一咍上,匣合一灰平,,,381,,古之善塗者.乃回反.二.,
354,2678,咍,曉開一咍平,咍,呼,來,,,,曉一模平,來開一咍平,,,383,,𥬇.呼來反.二.,
355,2680,咍,溪開一咍平,開,苦,哀,康,來,,溪一模上,影開一咍平,溪開一唐平,來開一咍平,384,,苦哀反.二.,康來反.一.
356,2683,咍,影開一咍平,哀,烏,開,,,,影一模平,溪開一咍平,,,385,,烏開反.三.,
357,2688,咍,定開一咍平,臺,徒,哀,,來,,定一模平,影開一咍平,,來開一咍平,386,,徒哀反.六.,徒來反.六.
358,2697,咍,見開一咍平,該,古,哀,,,,見一模上,影開一咍平,,,387,,古哀反.七.,
359,2713,咍,從開一咍平,裁,昨,來,,,,從開一唐入,來開一咍平,,,388,,昨來反.六.,
360,2720,咍,來開一咍平,來,落,哀,,,,來開一唐入,影開一咍平,,,389,,落哀反.六.,
361,2739,咍,精開一咍平,灾,祖,才,,,,精一模上,從開一咍平,,,390,,祖才反.三.,
362,2745,咍,清開一咍平,猜,倉,才,,,,清開一唐平,從開一咍平,,,391,,疑.倉才反.二.,
363,2748,咍,透開一咍平,胎,湯,來,,,,透開一唐平,來開一咍平,,,393,,湯來反.四.,
364,2752,咍,匣開一咍平,孩,胡,來,,,,匣一模平,來開一咍平,,,394,,始生小兒.胡來反.二.,小𠒇.胡來反.二.
365,2760,咍,心開一咍平,鰓,蘇,才,,,,心一模平,從開一咍平,,,395,,魚頬.蘇才反.四.,魚頰.蘇才反.四.
366,2764,咍,疑開一咍平,皚,五,來,,,,疑一模上,來開一咍平,,,396,,霜雪白.五來反.四.,霜雪白.五來反.三.
367,2771,咍,泥開一咍平,能,年,來,,,,泥開四先平,來開一咍平,,,397,,獸名.年來反.一.,獸名.年來反.又奴代奴登二反.一.
368,2776,眞,章開三真平,真,職,鄰,,,,章開三蒸入,來開三真平,,,401,,職鄰反.四.,職鄰反.俗作真.四.
369,2789,眞,昌合三真平,春,昌,脣,,,,昌開三陽平,船合三真平,,,445,,昌脣反.一.,
370,2790,眞,船合三真平,脣,食,倫,,,,船開三蒸入,來合三真平,,,440,,食倫反.三.,.
371,2793,眞,以合三真平,匀,羊,倫,,,,以開三陽平,來合三真平,,,447,,遍.羊倫反.一.,
372,2794,眞,來合三真平,淪,力,屯,,,,來開三蒸入,知合三真平,,,441,,𣳚.力屯反.十.,没.力屯反.十.
373,2806,眞,知合三真平,屯,陟,倫,,,,知開三蒸入,來合三真平,,,442,,陟倫反.二.,
374,2809,眞,常合三真平,純,常,倫,,,,常開三陽平,來合三真平,,,438,,常倫反.八.,
375,2819,眞,日合三真平,犉,如,均,,,,日開三魚平,見合三A真平,,,439,,如均反.二.,牛脣.如均反.二.
376,2822,眞,影開三A真平,因,扵,鄰,,,,影開三C魚平,來開三真平,,,403,,扵鄰反.十一.,
377,2838,眞,知開三真平,珎,陟,鄰,,,,知開三蒸入,來開三真平,,,414,,陟鄰反.三.,
378,2841,眞,心開三真平,新,息,鄰,,,,心開三蒸入,來開三真平,,,404,,息鄰反.三.,
379,2844,眞,常開三真平,辰,植,鄰,,,,常開三蒸入,來開三真平,,,405,,植鄰反.六.,
380,2855,眞,日開三真平,仁,如,鄰,,,,日開三魚平,來開三真平,,,406,,如鄰反.二.,
381,2858,眞,書開三真平,申,書,鄰,,,,書開三魚平,來開三真平,,,410,,書鄰反.六.,
382,2868,眞,船開三真平,神,食,鄰,,,,船開三蒸入,來開三真平,,,407,,食鄰反.二.,
383,2870,眞,徹開三真平,㺦,丑,珎,,,,徹三尤上,知開三真平,,,402,,犬赱草状.丑珎反.二.,犬走草狀.丑珎反.二.
384,2873,眞,來開三真平,鄰,力,珎,,,,來開三蒸入,知開三真平,,,412,,力珎反.九.,
385,2889,眞,羣開三B真平,𥎊,巨,巾,,,,羣開三C魚上,見開三B真平,,,413,,矛柄.賈誼曰鋤耰𣗥矜.古作矜.巨巾反.二.,矛柄.賈誼曰鋤耰棘矜.古作矜.巨巾反.二.
386,2893,眞,澄開三真平,陳,直,珎,,,,澄開三蒸入,知開三真平,,,415,,直珎反.三.,
387,2898,眞,精開三真平,津,將,鄰,,,,精開三陽平,來開三真平,,,416,,將鄰反.三.,
388,2901,眞,昌開三真平,瞋,昌,鄰,,,,昌開三陽平,來開三真平,,,417,,怒.昌鄰反.二.,
389,2904,眞,從開三真平,秦,匠,鄰,,,,從開三陽去,來開三真平,,,418,,匠鄰反.三.,
390,2907,眞,清開三真平,親,七,鄰,,,,清開三真入,來開三真平,,,408,,七鄰反.一.,
391,2908,眞,匣開四先上,礥,下,珎〈殄〉,,,,匣開二麻上,定開四先上,,,409,,鞕.下珎反.又下憐反.一.,
392,2909,眞,以開三真平,夤,余,真,,,,以開三魚平,章開三真平,,,419,,敬.余真反.四.,
393,2913,眞,疑開三B真平,銀,語,巾,,,,疑開三C魚上,見開三B真平,,,423,,語巾反.八.,
394,2923,眞,孃開三真平,紉,女,人,,,,孃開三魚上,日開三真平,,,420,,單𦃰.女人反.一.,單繩.女人反.一.
395,2924,眞,見開三B真平,巾,居,鄰,,,,見開三C魚平,來開三真平,,,424,,居鄰反.一.,
396,2925,眞,明三A真平,民,弥,鄰,,,,明三A支平,來開三真平,,,433,,弥鄰反.三.,
397,2928,眞,幫三A真平,賓,必,鄰,,,,幫三A真入,來開三真平,,,411,,必鄰反.三.,
398,2934,眞,心合三真平,荀,相,倫,,,,心開三陽平,來合三真平,,,437,,相倫反.十.,
399,2949,眞,精合三真平,遵,將,倫,,,,精開三陽平,來合三真平,,,444,,將倫反.二.,
400,2951,眞,清合三真平,逡,七,旬,,,,清開三真入,邪合三真平,,,443,,〻巡.七旬反.五.,逡巡.七旬反.五.
401,2960,眞,邪合三真平,旬,詳,遵,,,,邪開三陽平,精合三真平,,,448,,詳遵反.七.,
402,2973,眞,並三A真平,頻,符,鄰,,,,並三C虞平,來開三真平,,,422,,符鄰反.九.,
403,2984,眞,滂三A真平,𦆯,敷,賓,,,,滂三C虞平,幫三A真平,,,421,,〻紛飛.敷賓反.一.,繽紛飛.敷賓反.一.
404,2987,眞,見合三A真平,均,居,春,,,,見開三C魚平,昌合三真平,,,449,,居春反.二.,
405,2990,眞,從合三真平,鷷,昨,荀,,,,從開一唐入,心合三真平,,,446,,西方名雉.昨荀反.一.,
406,2991,眞,徹合三真平,椿,勑,屯,,,,徹開三蒸入,知合三真平,,,435,,木名.勑屯反.二.,
407,2996,眞,澄合三真平,䣩,丈,倫,,,,澄開三陽上,來合三真平,,,436,,純羙.丈倫反.一.,純美.丈倫反.一.
408,2998,眞,章合三真平,諄,之,純,,,,章開三之平,常合三真平,,,434,,至.之純反.一.,
409,3000,眞,影開三B真平,鼘,扵,巾,,,,影開三C魚平,見開三B真平,,,430,,皷聲.扵巾反.二.,鼓聲.扵巾反.二.
410,3002,眞,影合三B真平,贇,扵,倫,,,,影開三C魚平,來合三真平,,,431,,羙好.扵倫反.二.,美好.扵倫反.二.
411,3007,眞,溪合三B真平,囷,去,倫,,,,溪開三C魚去,來合三真平,,,427,,禀.去倫反.三.,廩.去倫反.三.
412,3010,眞,幫三B真平,斌,府,巾,,,,幫三C虞上,見開三B真平,,,432,,文質雜半.府巾反.五.,
413,3020,眞,明三B真平,珉,武,巾,,,,明三C虞上,見開三B真平,,,428,,羙石次玉.武巾反.十一.,美石次玉.武巾反.十一.
414,3035,眞,並三B真平,貧,符,巾,,,,並三C虞平,見開三B真平,,,429,,乏.符巾反.一.,
415,3036,眞,云合三B真平,筠,王,麕,,,,云合三C陽平,見合三B真平,,,426,,竹心.王麕反.二.,
416,3038,眞,見合三B真平,麕,居,筠,,,,見開三C魚平,云合三B真平,,,425,,麞.居筠反.三.,
417,3041,臻,莊開三臻平,臻,側,詵,,,,莊開三蒸入,生開三臻平,,,452,,至.側詵反.五.,
418,3046,臻,生開三臻平,莘,踈,臻,,,,生開三魚平,莊開三臻平,,,453,,地名在虢.踈臻反.九.,
419,3059,臻,崇開三臻平,榛,士,臻,,,,崇開三之上,莊開三臻平,,,454,,木藂.士臻反.一.,木叢.士臻反.一.
420,3060,文,明三C文平,文,武,分,,,,明三C虞上,幫三C文平,,,455,,武分反.十一.,
