小韻號,藤田條目號,韻目原貌,音韻地位,代表字,反切上字,反切下字,反切上字-又,反切下字-又,直音,反切上字地位,反切下字地位,反切上字地位-又,反切下字地位-又,對應廣韻小韻號,兩家差異注釋,代表字釋義,代表字釋義-又（又 = 李永富資料之與前一列不同者）
2926,16349,迄,疑開三C殷入,疙,魚,乞,,,,疑開三C魚平,溪開三C殷入,,,3353,,癡㒵.魚乞反.一.,癡皃.魚乞反.一.
2927,16354,迄,羣開三C殷入,䞘,其,迄,,,,羣開三C之平,曉開三C殷入,,,3354,,行㒵.其迄反.一.,行皃.其迄反.一.
2928,16356,迄,疑開三B真入,圪,于〈五〉,乞〈乙〉,,,,疑一模上,影開三B真入,,,3316,,髙㒵.于乞反.又魚迄反.一.,髙皃.于乞反.又魚迄反.一.
2929,16357,迄,溪開三C殷入,乞,去,訖,,,,溪開三C魚去,見開三C殷入,,,3355,,去訖反.又去餼反.一.,
2930,16359,月,疑合三C元入,月,魚,厥,,,,疑開三C魚平,見合三C元入,,,3356,,魚厥反.三.,
2931,16364,月,並三C元入,伐,房,越,,,,並三C陽平,云合三C元入,,,3357,,征.房越反.七.,
2932,16375,月,云合三C元入,越,王,伐,,,,云合三C陽平,並三C元入,,,3358,,王伐反.五.,
2933,16386,月,見合三C元入,厥,居,月,,,,見開三C魚平,疑合三C元入,,,3359,,居月反.八.,
2934,16401,月,影合三C元入,噦,乙,劣,,,,影開三B真入,來合三仙入,,,3360,,𨒫氣.乙劣反.此字亦入𦵮部.一.,氣逆.乙劣反.一.
2935,16402,月,影合三C元入,𡡕,扵,月,,,,影開三C魚平,疑合三C元入,,,3360,,嬄𡡕婦人㒵.扵月反.二.,嬄𡡕婦人皃.扵月反.二.
2936,16404,月,羣合三C元入,𧤼,其,月,,,,羣開三C之平,疑合三C元入,,,3361,,以角發物.其月反.六.,
2937,16413,月,溪合三C元入,闕,去,月,,,,溪開三C魚去,疑合三C元入,,,3362,,去月反.二.,
2938,16415,月,幫三C元入,髮,方,伐,,,,幫三C陽平,並三C元入,,,3363,,方伐反.二.,
2939,16419,月,明三C元入,韈,望,發,,,,明三C陽平,幫三C元入,,,3364,,屩韈.望發反.一.,
2940,16420,月,曉合三C元入,䬂,許,月,,,,曉開三C魚上,疑合三C元入,,,3365,,小風.許月反.三.,
2941,16425,月,影開三C元入,謁,扵,歇,,,,影開三C魚平,曉開三C元入,,,3366,,扵歇反.四.,
2942,16429,月,曉開三C元入,歇,許,謁,,,,曉開三C魚上,影開三C元入,,,3367,,氣泄.許謁反.三.,氣洩.許謁反.三.
2943,16433,月,見開三C元入,訐,居,謁,,,,見開三C魚平,影開三C元入,,,3368,,面斥以言.居謁反.又居例反.三.,
2944,16438,月,羣開三C元入,𢷒,其,謁,,,,羣開三C之平,影開三C元入,,,3369,,擔物.其謁反.一.,
2945,16440,月,滂三C元入,㤄,匹,伐,,,,滂三A真入,並三C元入,,,3370,,恨怒.匹伐反.一.,
2946,16443,没,明一魂入,没,莫,勃,,,,明一唐入,並一魂入,,,3372,,莫勃反.二.,
2947,16448,没,見合一魂入,骨,古,忽,,,,見一模上,曉合一魂入,,,3374,,古忽反.四.,
2948,16459,没,並一魂入,勃,蒲,没,,,,並一模平,明一魂入,,,3375,,蒲没反.六.,
2949,16474,没,端合一魂入,咄,當,没,,,,端開一唐平,明一魂入,,,3376,,訶.當没反.一.,
2950,16475,没,透合一魂入,宊,他,骨,,,,透開一歌平,見合一魂入,,,3377,,〻出.他骨反.三.,宊出.他骨反.三.
2951,16479,没,定合一魂入,突,陁,骨,,,,定開一歌平,見合一魂入,,,3378,,觸.陁骨反.六.,
2952,16491,没,影合一魂入,𩑦,烏,没,,,,影一模平,明一魂入,,,3379,,内頭水中.烏没反.四.,
2953,16496,没,曉合一魂入,忽,呼,骨,,,,曉一模平,見合一魂入,,,3380,,呼骨反.五.,
2954,16512,没,疑合一魂入,兀,五,忽,,,,疑一模上,曉合一魂入,,,3381,,髙㒵.五忽反.四.,髙皃.五忽反.四.
2955,16522,没,滂一魂入,𥩾,普,没,,,,滂一模上,明一魂入,,,3382,,按物聲.普没反.一.,
2956,16525,没,來合一魂入,𠀽,勒,没,,,,來開一登入,明一魂入,,,3383,,筩射.勒没反.一.,
2957,16528,没,溪合一魂入,窟,苦,骨,,,,溪一模上,見合一魂入,,,3384,,穴.苦骨反.五.,
2958,16540,没,泥合一魂入,訥,諾,骨,,,,泥開一唐入,見合一魂入,,,3385,,諾骨反.三.,
2959,16543,没,心合一魂入,窣,蘇,骨,,,,心一模平,見合一魂入,,,3386,,勃窣.蘇骨反.二.,
2960,16546,没,清合一魂入,猝,麁,没,,,,清一模平,明一魂入,,,3387,,倉猝.麁没反.一.,
2961,16550,没,從合一魂入,捽,昨,没,,,,從開一唐入,明一魂入,,,3388,,手捽.昨没反.三.,
2962,16554,没,匣開一痕入,麧,下,没,,,,匣開二麻上,明一魂入,,,3389,,〻糈頭.下没反.五.,麧糈頭.下没反.五.
2963,16563,没,精合一魂入,卒,則,没,,,,精開一登入,明一魂入,,,3391,,則没反.又子出反.二.,
2964,16575,末,明一寒入,末,莫,割,,,,明一唐入,見開一寒入,,,3407,,木上.莫割反.十二.,
2965,16597,末,疑合一寒入,枂,五,活,,,,疑一模上,匣合一寒入,,,3408,,去樹皮.五活反.一.,
2966,16599,末,幫一寒入,撥,博,末,,,,幫一唐入,明一寒入,,,3410,,博末反.九.,
2967,16614,末,精開一寒入,𩯳,姉,末,,,,精開三脂上,明一寒入,,,3411,,姉末反.二.,
2968,16617,末,見合一寒入,括,古,活,,,,見一模上,匣合一寒入,,,3412,,撿.古活反.六.,檢.古活反.六.
2969,16633,末,溪合一寒入,闊,苦,括,,,,溪一模上,見合一寒入,,,3413,,苦括反.二.,
2970,16637,末,匣合一寒入,活,戸,括,,,,匣一模上,見合一寒入,,,3414,,戸括反.二.,
2971,16645,末,定合一寒入,奪,徒,活,,括,,定一模平,匣合一寒入,,見合一寒入,3415,,徒活反.三.,徒括反.三.
2972,16654,末,曉合一寒入,豁,呼,括,,活,,曉一模平,見合一寒入,,匣合一寒入,3416,,〻達.呼括反.四.,豁達.俗作☒.呼活反.四.
2973,16660,末,影合一寒入,斡,烏,活,,,,影一模平,匣合一寒入,,,3417,,轉.烏活反.四.,
2974,16668,末,精合一寒入,繓,子,括,,,,精開三之上,見合一寒入,,,3418,,〻結.子括反.二.,繓結.子括反.二.
2975,16671,末,滂一寒入,鏺,普,括,,,,滂一模上,見合一寒入,,,3419,,兩刃刈草木.普括反.五.,
2976,16683,末,透合一寒入,侻,他,活,,,,透開一歌平,匣合一寒入,,,3420,,〻可.一曰輕.他活反.二.,侻可.一曰輕.他活反.二.
2977,16687,末,來合一寒入,捋,盧,活,,,,來一模平,匣合一寒入,,,3421,,手捋.盧活反.二.,
2978,16691,末,端合一寒入,掇,多,括,,活,,端開一歌平,見合一寒入,,匣合一寒入,3422,,拾.多括反.三.,拾.多活反.三.
2979,16697,末,清合一寒入,撮,七,活,,,,清開三真入,匣合一寒入,,,3423,,手取.七活反.一.,
2980,16699,末,並一寒入,跋,蒲,撥,,活,,並一模平,幫一寒入,,匣合一寒入,3424,,〻躠行㒵.蒲撥反.十.,跋躠行皃.蒲活反.十.
2981,16717,末,心開一寒入,躠,桑,割,,,,心開一唐平,見開一寒入,,,3403,,跋躠.桑割反.三.,
2982,16723,末,端開一寒入,怛,當,割,,,,端開一唐平,見開一寒入,,,3394,,悲.當割反.六.,
2983,16732,末,透開一寒入,闥,他,達,,,,透開一歌平,定開一寒入,,,3395,,他達反.七.,
2984,16744,末,影開一寒入,遏,烏,葛,,,,影一模平,見開一寒入,,,3396,,遮.烏葛反.四.,
2985,16753,末,來開一寒入,剌,盧,達,,,,來一模平,定開一寒入,,,3397,,僻.盧達反.六.,
2986,16769,末,溪開一寒入,渇,苦,割,,,,溪一模上,見開一寒入,,,3398,,古作㵣.苦割反.一.,
2987,16777,末,定開一寒入,達,陁,割,,,,定開一歌平,見開一寒入,,,3399,,陁割反.一.,
2988,16778,末,從開一寒入,嶻,才,割,,,,從開一咍平,見開一寒入,,,3400,,〻𡺰山名在扶風.才割反.又才結反.一.,巀嶭山名在扶風.才割反.又才結反.一.
2989,16782,末,疑開一寒入,嶭,五,割,,,,疑一模上,見開一寒入,,,3401,,五割反.又五結反.四.,
2990,16792,末,見開一寒入,葛,古,達,,,,見一模上,定開一寒入,,,3402,,〻藟.古達反.五.,葛藟.古達反.五.
2991,16800,末,匣開一寒入,褐,胡,葛,,,,匣一模平,見開一寒入,,,3392,,衣褐.胡葛反.六.,
2992,16810,末,曉開一寒入,䫘,許,葛,,,,曉開三C魚上,見開一寒入,,,3393,,𩑷䫘.許葛反.四.,
2993,16817,末,泥開一寒入,捺,奴,曷,,,,泥一模平,匣開一寒入,,,3405,,手按.奴曷反.一.,
2994,16820,末,清開一寒入,攃,七,曷,,,,清開三真入,匣開一寒入,,,3404,,𠯁動草聲.七曷反.一.,足動草聲.七曷反.一.
2995,16822,黠,匣開二山入,黠,胡,八,,,,匣一模平,幫二山入,,,3425,,胡八反.二.,
2996,16825,黠,莊開二山入,札,側,八,,,,莊開三蒸入,幫二山入,,,3426,,側八反.三.,
2997,16828,黠,並二山入,拔,蒲,八,,,,並一模平,幫二山入,,,3427,,蒲八反.又蒱撥反.二.,蒲八反.又蒲撥反.二.
2998,16830,黠,溪開二山入,𤫶,恪,八,,,,溪開一唐入,幫二山入,,,3428,,恪八反.六.,
2999,16838,黠,匣合二山入,滑,戸,八,,,,匣一模上,幫二山入,,,3429,,戸八反.五.,
3000,16845,黠,幫二山入,八,博,拔,,,,幫一唐入,並二山入,,,3430,,博拔反.二.,
3001,16849,黠,知合二山入,窡,丁,滑,,,,端開四青平,匣合二山入,,,3431,,口滿.丁滑反.二.,
3002,16853,黠,孃合二山入,豽,女,滑,,,,孃開三魚上,匣合二山入,,,3433,,獸名似狸.女滑反.一.,獸名似貍.女滑反.一.
3003,16857,黠,影合二山入,嗗,烏,八,,,,影一模平,幫二山入,,,3432,,飲聲.烏八反.二.,
3004,16862,黠,初開二山入,𪙻,初,八,,,,初開三魚平,幫二山入,,,3434,,齒利.初八反.四.,
3005,16868,黠,見合二山入,𠟽,古,滑,,,,見一模上,匣合二山入,,,3435,,去𢙣宍.古滑反.二.,去惡肉.古滑反.二.
3006,16870,黠,見開二山入,戛,古,黠,,,,見一模上,匣開二山入,,,3436,,揩.古黠反.七.,
3007,16884,黠,影開二山入,軋,烏,黠,,,,影一模平,匣開二山入,,,3437,,車輾.烏黠反.五.,
3008,16892,黠,生開二山入,殺,所,八,,,,生開三魚上,幫二山入,,,3438,,〻命.所八反.二.,殺命.所八反.二.
3009,16896,黠,明二山入,㑻,莫,八,,,,明一唐入,幫二山入,,,3439,,〻傄健㒵.莫八反.二.,㑻傄健皃.莫八反.二.
3010,16900,黠,曉合二山入,傄,呼,八,,,,曉一模平,幫二山入,,,3440,,呼八反.一.,
3011,16903,黠,孃開二山入,痆,女,黠,,,,孃開三魚上,匣開二山入,,,3441,,瘡痛.女黠反.一.,
3012,16904,黠,疑合二山入,𦤙,五,滑,,,,疑一模上,匣合二山入,,,3442,,屈.五滑反.一.,
3013,16907,黠,溪合二山入,䯇,口,滑,,,,溪一侯上,匣合二山入,,,3443,,力作.口滑反.一.,
3014,16911,鎋,匣開二刪入,鎋,胡,瞎,,,,匣一模平,曉開二刪入,,,3446,,車軸頭䥫.古作舝.胡瞎反.四.,車軸頭鐵.古作舝.胡瞎反.四.
3015,16920,鎋,影開二刪入,𪆰,乙,鎋,,,,影開三B真入,匣開二刪入,,,3447,,乙鎋反.三.,
3016,16925,鎋,疑開二刪入,齾,五,鎋,,,,疑一模上,匣開二刪入,,,3448,,噐缺.五鎋反.二.,器缺.五鎋反.二.
3017,16929,鎋,初開二刪入,剎,初,鎋,,,,初開三魚平,匣開二刪入,,,3449,,柱.初鎋反.一.,
3018,16931,鎋,曉開二刪入,瞎,許,鎋,,,,曉開三C魚上,匣開二刪入,,,3451,,〻眼.許鎋反.一.,瞎眼.許鎋反.一.
3019,16933,鎋,溪開二刪入,𥴭,枯,鎋,,,,溪一模平,匣開二刪入,,,3450,,木虎樂噐.枯鎋反.二.,木虎樂器.枯鎋反.二.
3020,16935,鎋,徹開二刪入,獺,他,鎋,,,,透開一歌平,匣開二刪入,,,3452,,獸名.他鎋反.又他達反.一.,
3021,16936,鎋,孃開二刪入,𤷈,女,鎋,,,,孃開三魚上,匣開二刪入,,,33270,,痛.女鎋反.一.,
3022,16937,鎋,見合二刪入,刮,古,䫄,,,,見一模上,徹合二刪入,,,3453,,削.古䫄反.三.,
3023,16941,鎋,徹合二刪入,䫄,丑,刮,,,,徹三尤上,見合二刪入,,,3455,,〻頢强可㒵.丑刮反.一.,䫄頢强可皃.丑刮反.一.
3024,16942,鎋,匣合二刪入,頢,下,刮,,,,匣開二麻上,見合二刪入,,,3454,,短面㒵.下刮反.五.,短面皃.下刮反.五.
3025,16949,鎋,知合二刪入,鵽,丁,刮,,,,端開四青平,見合二刪入,,,3456,,鳥名似雉.丁刮反.又多活反.二.,
3026,16954,鎋,疑合二刪入,刖,五,刮,,,,疑一模上,見合二刪入,,,3458,,去𠯁.五刮反.又魚越反.二.,去足.五刮反.又魚越反.二.
3027,16958,鎋,孃合二刪入,妠,女,刮,,,,孃開三魚上,見合二刪入,,,3461,,婠妠小𦘺.女刮反.婠字烏八反.一.,婠妠小肥.女刮反.婠字烏八反.一.
3028,16960,鎋,初合二刪入,䵵,初,刮,,,,初開三魚平,見合二刪入,,,3459,,黒.初刮反.一.,黑.初刮反.一.
3029,16962,鎋,明二刪入,礣,慕,鎋,,,,明一模去,匣開二刪入,,,3460,,〻砎.慕鎋反.二.,礣砎.慕鎋反.二.
3030,16964,鎋,幫二刪入,捌,百,鎋,,,,幫二庚入,匣開二刪入,,,3462,,〻把.百鎋反.一.,捌杷.百鎋反.一.
3031,16965,鎋,見開二刪入,𪈟,古,鎋,,,,見一模上,匣開二刪入,,,3463,,𪃈𪈟鳥名.古鎋反.二.,
3032,16972,屑,心開四先入,屑,先,結,,,,心開四先平,見開四先入,,,3467,,先結反.六.,
3033,16980,屑,清開四先入,切,千,結,,,,清開四先平,見開四先入,,,3468,,千結反.四.,
3034,16985,屑,見開四先入,結,古,屑,,,,見一模上,心開四先入,,,3469,,古屑反.八.,
3035,17000,屑,精開四先入,節,子,結,,,,精開三之上,見開四先入,,,3470,,子結反.七.,
3036,17011,屑,曉合四先入,血,呼,決,,玦,,曉一模平,見合四先入,,,3471,,呼決反.五.,呼玦反.五.
3037,17022,屑,溪合四先入,闋,苦,穴,,,,溪一模上,匣合四先入,,,3472,,苦穴反.一.,
3038,17026,屑,見合四先入,玦,古,穴,,,,見一模上,匣合四先入,,,3473,,珮.古穴反.十一.,
3039,17046,屑,匣合四先入,穴,胡,玦,,,,匣一模平,見合四先入,,,3474,,胡玦反.一.,
3040,17048,屑,影合四先入,抉,扵,決,,,,影開三C魚平,見合四先入,,,3475,,〻出.扵決反.三.,抉出.扵決反.三.
3041,17052,屑,定開四先入,姪,徒,結,,,,定一模平,見開四先入,,,3476,,〻娣.徒結反.十六.,姪娣.徒結反.十六.
3042,17079,屑,透開四先入,鐵,他,結,,,,透開一歌平,見開四先入,,,3477,,俗作䥫.他結反.三.,
3043,17083,屑,匣開四先入,纈,胡,結,,,,匣一模平,見開四先入,,,3478,,錦纈.胡結反.九.,
3044,17099,屑,泥開四先入,涅,奴,結,,,,泥一模平,見開四先入,,,3479,,水中黒圡.奴結反.三.,水中黑土.奴結反.三.
3045,17108,屑,從開四先入,截,昨,結,,,,從開一唐入,見開四先入,,,3480,,昨結反.三.,
3046,17113,屑,疑開四先入,齧,五,結,,,,疑一模上,見開四先入,,,3481,,噬.五結反.五.,
3047,17124,屑,明四先入,蔑,莫,結,,,,明一唐入,見開四先入,,,3482,,無.莫結反.七.,
3048,17145,屑,幫四先入,㢼,方,結,,,,幫三C陽平,見開四先入,,,3483,,弓戾.方結反.二.,
3049,17151,屑,影開四先入,噎,烏,結,,,,影一模平,見開四先入,,,3484,,食塞.烏結反.四.,
3050,17156,屑,溪開四先入,猰,苦,結,,,,溪一模上,見開四先入,,,3485,,〻犺不仁.苦結反.犺字苦浪反.六.,猰犺不仁.苦結反.犺字苦浪反.六.
3051,17165,屑,曉開四先入,𡘐,虎,結,,,,曉一模上,見開四先入,,,3486,,𦘺壯.虎結反.二.,肥壯.虎結反.二.
3052,17169,屑,滂四先入,撇,普,篾,,,,滂一模上,明四先入,,,3487,,小撃.普篾反.二.,小擊.普篾反.二.
3053,17179,屑,並四先入,蹩,蒲,結,,,,並一模平,見開四先入,,,3488,,〻𨆳旋行.蒲結反.五.,蹩𨆳旋行.蒲結反.五.
3054,17188,屑,端開四先入,窒,丁,結,,,,端開四青平,見開四先入,,,3489,,塞.丁結反.又陟栗反.三.,
3055,17192,屑,來開四先入,𥸸,練,結,,,,來開四先去,見開四先入,,,3490,,〻𡔢多莭目.練結反.一.,𥸸𡔢多節目.練結反.一.
3056,17197,薛,心開三仙入,薛,私,列,,,,心開三脂平,來開三仙入,,,3491,,私列反.九.,
3057,17213,薛,來開三仙入,列,吕,薛,,,,來開三魚上,心開三仙入,,,3492,,吕薛反.十一.,
3058,17230,薛,知開三仙入,哲,陟,列,,,,知開三蒸入,來開三仙入,,,3493,,陟列反.二.,
3059,17232,薛,羣開三B仙入,傑,渠,列,,,,羣開三C魚平,來開三仙入,,,3494,,渠列反.六.,
3060,17241,薛,日開三仙入,熱,如,列,,,,日開三魚平,來開三仙入,,,3495,,如列反.一.,
3061,17243,薛,章開三仙入,晢,旨,熱,,,,章開三脂上,日開三仙入,,,3496,,光.旨熱反.又𣅀例反.四.,光.旨熱反.又旨例反.四.
3062,17249,薛,船開三仙入,舌,食,列,,,,船開三蒸入,來開三仙入,,,3497,,食列反.二.,
3063,17253,薛,疑開三B仙入,孼,魚,列,,,,疑開三C魚平,來開三仙入,,,3499,,庻.魚列反.八.,庶.魚列反.八.
3064,17264,薛,溪開三B仙入,朅,去,竭,,,,溪開三C魚去,羣開三B仙入,,,3501,,〻来.去竭反.又去謁反.二.,朅來.去竭反.又去謁反.二.
3065,17268,薛,明三A仙入,滅,亡,列,,,,明三C陽平,來開三仙入,,,3500,,亡列反.二.,
3066,17270,薛,幫三A仙入,鷩,并,列,,,,幫三A清平,來開三仙入,,,3502,,雉属.周礼有鷩冕.并列反.三.,雉屬.周禮有鷩冕.并列反.三.
3067,17277,薛,從合三仙入,絶,情,雪,,,,從開三清平,心合三仙入,,,3503,,情雪反.一.,
3068,17278,薛,精合三仙入,蕝,子,恱,,,,精開三之上,以合三仙入,,,3504,,束茅表位.子恱反.又子芮反.一.,
3069,17279,薛,心合三仙入,雪,相,絶,,,,心開三陽平,從合三仙入,,,3505,,相絶反.一.,
3070,17280,薛,徹合三仙入,𤿫,丑,劣,,,,徹三尤上,來合三仙入,,,3506,,皮破.丑劣反.一.,
3071,17281,薛,以合三仙入,恱,翼,雪,,,,以開三蒸入,心合三仙入,,,3507,,翼雪反.五.,
3072,17288,薛,溪合三A仙入,缺,傾,雪,,,,溪合三A清平,心合三仙入,,,3508,,傾雪反.一.,
3073,17290,薛,影合三B仙入,噦,乙,劣,,,,影開三B真入,來合三仙入,,,3509,李永富無此小韻,𨒫氣.乙劣反.一.,
3074,17291,薛,日合三仙入,爇,如,雪,,,,日開三魚平,心合三仙入,,,3510,,放火.如雪反.二.,
3075,17294,薛,書合三仙入,說,失,爇,,,,書開三真入,日合三仙入,,,3511,,失爇反.又翼雪失𨦣二反.一.,
3076,17295,薛,章合三仙入,拙,職,雪,,,,章開三蒸入,心合三仙入,,,3512,,職雪反.三.,
3077,17303,薛,昌合三仙入,歠,昌,雪,,,,昌開三陽平,心合三仙入,,,3513,,大飲.昌雪反.一.,
3078,17305,薛,知合三仙入,輟,陟,劣,,,,知開三蒸入,來合三仙入,,,3514,,止.陟劣反.三.,
3079,17317,薛,來合三仙入,劣,力,惙,,,,來開三蒸入,知合三仙入,,,3515,,力惙反.三.,
3080,17327,薛,滂三A仙入,𧢍,芳,滅,,,,滂三C陽平,明三A仙入,,,3516,,暫見.芳滅反.三.,𧢍見.芳滅反.三.
3081,17335,薛,並三B仙入,別,憑,列,,,,並三B蒸平,來開三仙入,,,3517,,憑列反.一.,
3082,17336,薛,幫三B仙入,䇷,方,列,,,,幫三C陽平,來開三仙入,,,3519,,分䇷.㦯作𧧸.方列反.一.,分䇷.或作𧧸.方列反.一.
3083,17339,薛,澄開三仙入,轍,直,列,,,,澄開三蒸入,來開三仙入,,,3518,,車轍.直列反.四.,
3084,17345,薛,生合三仙入,刷,所,劣,,,,生開三魚上,來合三仙入,,,3520,,掃.所劣反.一.,
3085,17348,薛,見開三A仙入,孑,居,列,,,,見開三C魚平,來開三仙入,,,3521a,,單.居列反.三.,
3086,17351,薛,書開三仙入,設,識,列,,,,書開三蒸入,來開三仙入,,,3522,,識列反.二.,
3087,17353,薛,曉合三A仙入,𥄎,許,劣,,,,曉開三C魚上,來合三仙入,,,3524,,舉目使人.許劣反.三.,
3088,17359,薛,孃合三仙入,呐,女,劣,,,,孃開三魚上,來合三仙入,,,3523,,嗗呐聲不出.女劣反.又女欝反.一.,嗗吶聲不出.女劣反.又女欝反.一.
3089,17360,薛,並三A仙入,嫳,扶,列,,,,並三C虞平,來開三仙入,,,33340,,〻妜輕薄易怒㒵.扶列反.一.,嫳妜輕薄易怒皃.扶列反.一.
3090,17361,薛,影合三A仙入,妜,扵,恱,,,,影開三C魚平,以合三仙入,,,3525,,扵恱反.一.,
3091,17362,薛,見合三B仙入,蹶,紀,劣,,,,見開三C之上,來合三仙入,,,3526,,有𠩄犯灾.紀劣反.又其月居衛二反.二.,有所犯灾.紀劣反.又其月居衛二反.二.
3092,17367,薛,莊合三仙入,茁,側,劣,,,,莊開三蒸入,來合三仙入,,,3527,,草生.側劣反.又側滑反.二.,
3093,17369,薛,清合三仙入,膬,七,絶,,,,清開三真入,從合三仙入,,,3528,,腝而易破.七絶反.一.,
3094,17371,薛,精開三仙入,䘁,姉,列,子,,,精開三脂上,來開三仙入,精開三之上,,3529,,茅䘁似蟬.姉列反.三.,茅蠽似蟬.子列反.三.
3095,17378,薛,生開三仙入,榝,山,列,,,,生開二山平,來開三仙入,,,3530,,茱茰.山列反.一.,茱萸.山列反.一.
3096,17379,薛,影開三B仙入,焆,扵,列,,,,影開三C魚平,來開三仙入,,,3531,,𤇆氣.扵列反.一.,烟氣.扵列反.一.
3097,17380,薛,徹開三仙入,屮,丑,列,,,,徹三尤上,來開三仙入,,,3532,,草初生㒵.丑列反.一.,草初生皃.丑列反.一.
3098,17386,薛,曉開三B仙入,娎,許,列,,,,曉開三C魚上,來開三仙入,,,3533,,喜㒵.許列反.一.,喜皃.許列反.一.
3099,17389,薛,常合三仙入,啜,樹,雪,,,,常合三虞去,心合三仙入,,,3534,,甞.樹雪反.一.,
