頁,行,音韻地位描述,聲調,韻目,序数,小韻,音類,字頭,釋義
235,12,初開二刪去,去,諫,13524,15,初2開,䴼,穀麥䴼.
235,17,見開二山去,去,襇,13529,1,見2開,襇,襇裙.古莧反.三.
235,18,見開二山去,去,襇,13530,1,見2開,𤜵,逐虎犬.
235,19,見開二山去,去,襇,13531,1,見2開,間,廁.又古閑反.
235,20,匣開二山去,去,襇,13532,2,匣2開,莧,菜.侯辦反.二.
235,21,匣開二山去,去,襇,13533,2,匣2開,藖,莖餘.
235,23,並二山去,去,襇,13535,3,並2,辦,薄莧反.二.
235,24,並二山去,去,襇,13536,3,並2,瓣,瓜瓣.
235,25,滂二山去,去,襇,13537,4,滂2,盼,美目.匹莧反.二.
235,26,滂二山去,去,襇,13538,4,滂2,𥌊,白眼視皃.
235,27,匣合二山去,去,襇,13539,5,匣2合,幻,化.胡辦反.一.
235,28,初開二山去,去,襇,13540,6,初2開,羼,羊相間.初莧反.又初鴈反.一.
235,29,明二山去,去,襇,13541,7,明2,蔄,人姓.莫莧反.一.
235,30,澄開二山去,去,襇,13542,8,澄2開,袒,衣縫解.丈莧反.又徒旱反.一.
235,35,心開四先去,去,霰,13547,1,心4開,霰,雨雪雜.蘇見反.二.
235,36,心開四先去,去,霰,13548,1,心4開,先,又蘇賢反.
235,40,清開四先去,去,霰,13552,2,清4開,蒨,草盛.倉見反.四.
235,41,清開四先去,去,霰,13553,2,清4開,茜,染草.
235,42,清開四先去,去,霰,13554,2,清4開,輤,載柩車.
235,43,清開四先去,去,霰,13555,2,清4開,綪,青赤色.
235,50,曉合四先去,去,霰,13562,3,曉4合,絢,文采.許縣反.一.
235,56,匣合四先去,去,霰,13568,4,匣4合,縣,古作寰.玄絢反.五.
235,57,匣合四先去,去,霰,13569,4,匣4合,袨,好衣.
235,58,匣合四先去,去,霰,13570,4,匣4合,眩,瞑眩.
236,1,匣合四先去,去,霰,13571,4,匣4合,炫,火光.
236,2,匣合四先去,去,霰,13572,4,匣4合,衒,自媒.
236,12,見合四先去,去,霰,13582,5,見4合,睊,視皃.古縣反.四.
236,13,見合四先去,去,霰,13583,5,見4合,讂,流言.
236,14,見合四先去,去,霰,13584,5,見4合,瓹,瓫底孔.
236,15,見合四先去,去,霰,13585,5,見4合,𦌾,羅鳥.
236,24,定開四先去,去,霰,13594,6,定4開,電,堂見反.七.
236,25,定開四先去,去,霰,13595,6,定4開,畋,平皃.
236,26,定開四先去,去,霰,13596,6,定4開,甸,郊甸.
236,27,定開四先去,去,霰,13597,6,定4開,殿,又都見反.
236,28,定開四先去,去,霰,13598,6,定4開,奠,設祭.
236,29,定開四先去,去,霰,13599,6,定4開,澱,滓.
236,30,定開四先去,去,霰,13600,6,定4開,淀,淺泉.
236,36,透開四先去,去,霰,13606,7,透4開,瑱,玉名.他見反.二.
236,37,透開四先去,去,霰,13607,7,透4開,滇,滇㴐大水皃.又徒賢反.
236,39,來開四先去,去,霰,13609,8,來4開,練,練帛.洛見反.五.
236,40,來開四先去,去,霰,13610,8,來4開,鍊,鍊金.
236,41,來開四先去,去,霰,13611,8,來4開,浰,水疾流.
236,43,來開四先去,去,霰,13613,8,來4開,楝,木名.
236,44,來開四先去,去,霰,13614,8,來4開,㼑,瓜𤬏.
236,52,見開四先去,去,霰,13622,9,見4開,見,古電反.又戸練反.二.
236,53,見開四先去,去,霰,13623,9,見4開,鋻,鋻鐵.
236,54,泥開四先去,去,霰,13624,10,泥4開,晛,日光.奴見反.一.
236,56,溪開四先去,去,霰,13626,11,溪4開,俔,罄.苦見反.一.
237,2,匣開四先去,去,霰,13630,12,匣4開,現,戸見反.二.
237,3,匣開四先去,去,霰,13631,12,匣4開,涀,水名在定陵.
237,5,疑開四先去,去,霰,13633,13,疑4開,硯,筆硯.或作研.五見反.一.
237,8,影開四先去,去,霰,13636,14,影4開,宴,安.烏見反.四.
237,9,影開四先去,去,霰,13637,14,影4開,讌,讌會.
237,10,影開四先去,去,霰,13638,14,影4開,驠,馬名.
237,11,影開四先去,去,霰,13639,14,影4開,燕,玄鳥.
237,22,精開四先去,去,霰,13650,15,精4開,薦,作見反.二.
237,23,精開四先去,去,霰,13651,15,精4開,𧲛,畜食.
237,25,幫四先去,去,霰,13653,16,幫4,遍,博見反.一.
237,28,明四先去,去,霰,13656,17,明4,麪,俗作麵.莫見反.四.
237,30,明四先去,去,霰,13658,17,明4,瞑,瞑眩.
237,31,明四先去,去,霰,13659,17,明4,眄,斜視.
237,32,明四先去,去,霰,13660,17,明4,㴐,滇沔.
237,35,滂四先去,去,霰,13663,18,滂4,片,普見反.一.
237,37,從開四先去,去,霰,13665,19,從4開,荐,重.在見反.一.
237,41,影合四先去,去,霰,13669,20,影4合,䬼,饜飽.烏縣反.一.
237,48,心開三仙去,去,線,13676,1,心3開,線,縷.私箭反.一.
237,50,章開三仙去,去,線,13678,2,章3開,戰,之膳反.二.
237,51,章開三仙去,去,線,13679,2,章3開,顫,四支寒動.
237,52,常開三仙去,去,線,13680,3,常3開,繕,補.市戰反.三.
237,53,常開三仙去,去,線,13681,3,常3開,鄯,鄯善西域國名.
237,54,常開三仙去,去,線,13682,3,常3開,擅,專.
238,2,疑開三B仙去,去,線,13688,4,疑B開,彦,魚變反.四.
238,3,疑開三B仙去,去,線,13689,4,疑B開,喭,弔.
238,4,疑開三B仙去,去,線,13690,4,疑B開,甗,甑.
238,5,疑開三B仙去,去,線,13691,4,疑B開,諺,傳言.
238,7,溪開三A仙去,去,線,13693,5,溪A開,譴,問.去戰反.一.
238,11,見合三A仙去,去,線,13697,6,見A合,絹,吉掾反.三.
238,12,見合三A仙去,去,線,13698,6,見A合,狷,褊急.
238,13,見合三A仙去,去,線,13699,6,見A合,鄄,鄄城縣在東郡.
238,14,云合三B仙去,去,線,13700,7,云3合,瑗,玉名.王眷反.又于願反.四.
238,15,云合三B仙去,去,線,13701,7,云3合,援,.
238,16,云合三B仙去,去,線,13702,7,云3合,媛,.
238,17,云合三B仙去,去,線,13703,7,云3合,院,垣院.
238,19,明三A仙去,去,線,13705,8,明A,面,彌戰反.一.
238,21,昌合三仙去,去,線,13707,9,昌3合,釧,鐶.尺絹反.一.
238,23,以合三仙去,去,線,13709,10,羊3合,掾,以絹反.三.
238,24,以合三仙去,去,線,13710,10,羊3合,縁,.
238,26,以合三仙去,去,線,13712,10,羊3合,䬇,.
238,27,知開三仙去,去,線,13713,11,知3開,𩥇,馬土浴.陟彦反.二.
238,28,知開三仙去,去,線,13714,11,知3開,襢,皇后衣.
238,29,日合三仙去,去,線,13715,12,日3合,𤲬,城下田.人絹反.又而兖反.一.
238,30,精開三仙去,去,線,13716,13,精3開,箭,子賤反.三.
238,31,精開三仙去,去,線,13717,13,精3開,鬋,女鬢垂皃.
238,32,精開三仙去,去,線,13718,13,精3開,葥,草名似覆盆.
238,37,昌開三仙去,去,線,13723,14,昌3開,硟,展繒石.尺戰反.一.
238,38,書開三仙去,去,線,13724,15,書3開,扇,式戰反.二.
238,39,書開三仙去,去,線,13725,15,書3開,煽,火盛皃.又失延反.
238,42,影開三B仙去,去,線,13728,16,影B開,躽,怒瞋.於扇反.一.
238,43,見合三B仙去,去,線,13729,17,見B合,眷,居倦反.五.
238,44,見合三B仙去,去,線,13730,17,見B合,睠,還顧.
238,45,見合三B仙去,去,線,13731,17,見B合,捲,西捲縣名在日南.
238,47,見合三B仙去,去,線,13733,17,見B合,卷,書卷.
238,48,見合三B仙去,去,線,13734,17,見B合,桊,牛拘.
238,57,羣合三B仙去,去,線,13743,18,群B合,倦,疲.渠卷反.二.
238,58,羣合三B仙去,去,線,13744,18,群B合,𣜨,縁鞾縫.
239,5,來合三仙去,去,線,13749,19,來3合,戀,力卷反.一.
239,9,徹合三仙去,去,線,13753,20,徹3合,猭,走草.丑戀反.一.
239,11,幫三B仙去,去,線,13755,21,幫B,變,彼眷反.一.
239,12,生合三仙去,去,線,13756,22,生3合,𨏉,𨏉車軸.所眷反.二.
239,13,生合三仙去,去,線,13757,22,生3合,㝈,一乳兩子.又山患反.
239,14,清合三仙去,去,線,13758,23,清3合,縓,絳色.七選反.又七全反.一.
239,16,並三B仙去,去,線,13760,24,並B,卞,縣名在魯.皮變反.四.
239,17,並三B仙去,去,線,13761,24,並B,拚,擊手.
239,18,並三B仙去,去,線,13762,24,並B,弁,冠.
239,19,並三B仙去,去,線,13763,24,並B,汴,水名在陳留.
239,26,邪合三仙去,去,線,13770,25,邪3合,㳬,迴淵.辝選反.三.
239,27,邪合三仙去,去,線,13771,25,邪3合,鏇,轉軸裁器.
239,28,邪合三仙去,去,線,13772,25,邪3合,縼,長繩繫牛馬放.
239,31,心合三仙去,去,線,13775,26,心3合,選,息絹反.又息兖反.一.
239,37,崇合三仙去,去,線,13781,27,崇3合,饌,具食.士戀反.二.
239,38,崇合三仙去,去,線,13782,27,崇3合,襈,縁.
239,40,澄合三仙去,去,線,13784,28,澄3合,傳,直戀反.又直貟丁戀二反.一.
239,41,從開三仙去,去,線,13785,29,從3開,賤,在線反.二.
239,42,從開三仙去,去,線,13786,29,從3開,餞,酒食送人.
239,43,邪開三仙去,去,線,13787,30,邪3開,羨,似面反.一.
239,45,常合三仙去,去,線,13789,31,常3合,𢮨,懸繩望.堅釧反.一.
239,47,滂三A仙去,去,線,13791,32,滂A,騗,躍上馬.匹扇反.一.
239,49,孃開三仙去,去,線,13793,33,娘3開,輾,水輾.女箭反.一.
239,50,知合三仙去,去,線,13794,34,知3合,囀,韻.知戀反.二.
239,51,知合三仙去,去,線,13795,34,知3合,傳,郵馬.又直戀直貟二反.
240,11,心開四蕭去,去,嘯,13813,1,心4,嘯,蘇弔反.一.
240,13,透開四蕭去,去,嘯,13815,2,透4,糶,賣米.他弔反.六.
240,14,透開四蕭去,去,嘯,13816,2,透4,眺,視.
240,15,透開四蕭去,去,嘯,13817,2,透4,趒,越.
240,16,透開四蕭去,去,嘯,13818,2,透4,覜,聘.
240,17,透開四蕭去,去,嘯,13819,2,透4,咷,叫咷.
240,19,透開四蕭去,去,嘯,13821,2,透4,窱,䆞窱.又吐鳥反.
240,22,端開四蕭去,去,嘯,13824,3,端4,弔,多嘯反.四.
240,23,端開四蕭去,去,嘯,13825,3,端4,伄,伄儅不當皃.
240,24,端開四蕭去,去,嘯,13826,3,端4,瘹,瘹星狂病.
240,25,端開四蕭去,去,嘯,13827,3,端4,釣,釣魚.
240,27,見開四蕭去,去,嘯,13829,4,見4,叫,呼.古弔反.五.
240,28,見開四蕭去,去,嘯,13830,4,見4,徼,小道.
240,29,見開四蕭去,去,嘯,13831,4,見4,𢅎,行縢.又古鳥反.
240,30,見開四蕭去,去,嘯,13832,4,見4,譥,訐.
240,31,見開四蕭去,去,嘯,13833,4,見4,激,水急.又古歷反.
240,34,泥開四蕭去,去,嘯,13836,5,泥4,尿,奴弔反.一.
240,35,定開四蕭去,去,嘯,13837,6,定4,藋,菜.徒弔反.三.
240,36,定開四蕭去,去,嘯,13838,6,定4,銚,燒器.又以招反.
240,37,定開四蕭去,去,嘯,13839,6,定4,掉,振揺.又徒了反.
240,41,溪開四蕭去,去,嘯,13843,7,溪4,竅,穴.苦弔反.二.
240,42,溪開四蕭去,去,嘯,13844,7,溪4,𢶡,擊.
240,43,來開四蕭去,去,嘯,13845,8,來4,𩕐,𩕐顤長頭.力弔反.四.
240,44,來開四蕭去,去,嘯,13846,8,來4,尥,牛脛交.
240,45,來開四蕭去,去,嘯,13847,8,來4,嫽,嫽悷.又落蕭反.
240,46,來開四蕭去,去,嘯,13848,8,來4,料,度.又落蕭反.
240,50,疑開四蕭去,去,嘯,13852,9,疑4,顤,𩕐顤.五弔反.三.
240,51,疑開四蕭去,去,嘯,13853,9,疑4,獟,狂犬.
240,52,疑開四蕭去,去,嘯,13854,9,疑4,澆,韓浞子名.
240,55,影開四蕭去,去,嘯,13857,,影4,䆞,䆞窱.俗作穾.烏弔反.一.
241,1,心開三宵去,去,笑,13861,1,心3,笑,私妙反.三.
241,3,心開三宵去,去,笑,13863,1,心3,肖,.
241,4,心開三宵去,去,笑,13864,1,心3,韒,刀韒.
241,5,章開三宵去,去,笑,13865,2,章3,照,之𥬇反.二.
241,6,章開三宵去,去,笑,13866,2,章3,詔,.
241,8,以開三宵去,去,笑,13868,3,羊3,曜,弋𥬇反.三.
241,9,以開三宵去,去,笑,13869,3,羊3,鷂,鷹鷂.
241,10,以開三宵去,去,笑,13870,3,羊3,搖,動.又餘招反.
241,22,影開三A宵去,去,笑,13882,4,影A,要,於𥬇反.又於招反.一.
241,25,澄開三宵去,去,笑,13885,5,澄3,召,呼.直𥬇反.一.
241,26,常開三宵去,去,笑,13886,6,常3,邵,寔照反.二.
241,27,常開三宵去,去,笑,13887,6,常3,劭,自強.
241,30,羣開三B宵去,去,笑,13890,7,群B,嶠,山道.渠廟反.一.
241,32,滂三A宵去,去,笑,13892,8,滂A,剽,匹𥬇反.三.
241,33,滂三A宵去,去,笑,13893,8,滂A,彯,畫.
241,34,滂三A宵去,去,笑,13894,8,滂A,㬓,置風日中令乾.
241,40,從開三宵去,去,笑,13900,9,從3,噍,噍嚼.才𥬇反.三.
241,41,從開三宵去,去,笑,13901,9,從3,誚,責.
241,42,從開三宵去,去,笑,13902,9,從3,劁,刈.
241,45,明三A宵去,去,笑,13905,10,明A,妙,彌召反.一.
241,47,清開三宵去,去,笑,13907,11,清3,峭,山峻.七肖反.二.
241,48,清開三宵去,去,笑,13908,11,清3,篍,竹簫洛陽𠅘長所吹.又七流反.
241,50,來開三宵去,去,笑,13910,12,來3,燎,照.力召反.又力小反.四.
241,51,來開三宵去,去,笑,13911,12,來3,𤊽,祡祭天.
241,52,來開三宵去,去,笑,13912,12,來3,鐐,銀美.
241,53,來開三宵去,去,笑,13913,12,來3,㙩,周垣.
242,1,溪開三A宵去,去,笑,13919,13,溪A,趬,行輕皃.丘召反.二.
242,2,溪開三A宵去,去,笑,13920,13,溪A,𠿕,𠿕𧇠不安.
242,3,疑開三A宵去,去,笑,13921,14,疑A,𧇠,牛召反.一.
242,4,精開三宵去,去,笑,13922,15,精3,醮,祭.子肖反.四.
242,5,精開三宵去,去,笑,13923,15,精3,釂,酒盡.
242,6,精開三宵去,去,笑,13924,15,精3,皭,白色.
242,7,精開三宵去,去,笑,13925,15,精3,潐,盡.
242,12,明三B宵去,去,笑,13930,16,明B,廟,亦作庿.眉召反.一.
242,14,並三A宵去,去,笑,13932,17,並A,驃,馬名.毗召反.一.
242,15,書開三宵去,去,笑,13933,18,書3,少,失召反.又失沼反.二.
242,16,書開三宵去,去,笑,13934,18,書3,燒,又失昭反.
242,17,徹開三宵去,去,笑,13935,19,徹3,朓,祭.丑召反.一.
242,24,匣開二肴去,去,效,13942,1,匣2,効,胡教反.三.
242,25,匣開二肴去,去,效,13943,1,匣2,校,校尉.
242,26,匣開二肴去,去,效,13944,1,匣2,斆,學.
242,29,見開二肴去,去,效,13947,2,見2,教,古孝反.六.
242,30,見開二肴去,去,效,13948,2,見2,窖,倉窖.
242,31,見開二肴去,去,效,13949,2,見2,挍,檢挍.
242,32,見開二肴去,去,效,13950,2,見2,鉸,鉸刀.
242,33,見開二肴去,去,效,13951,2,見2,酵,酒酵.
242,34,見開二肴去,去,效,13952,2,見2,覺,睡覺.又古學反.
242,36,曉開二肴去,去,效,13954,3,曉2,孝,呼教反.三.
242,37,曉開二肴去,去,效,13955,3,曉2,哮,喚.又呼交反.
242,38,曉開二肴去,去,效,13956,3,曉2,涍,水名在河南.
242,42,知開二肴去,去,效,13960,4,知2,罩,取魚具.都孝反.一.
242,44,幫二肴去,去,效,13962,5,幫2,豹,博教反.一.
242,47,溪開二肴去,去,效,13965,6,溪2,敲,擊.苦教反.又苦交反.二.
242,48,溪開二肴去,去,效,13966,6,溪2,巧,巧僞.又苦絞反.
242,50,明二肴去,去,效,13968,7,明2,貌,儀.莫教反.一.
242,55,滂二肴去,去,效,13973,8,滂2,奅,起釀.匹豹反.三.
242,57,滂二肴去,去,效,13975,8,滂2,炮,灼.
243,1,滂二肴去,去,效,13977,8,滂2,抛,抛車.又普交反.
243,3,徹開二肴去,去,效,13979,9,徹2,趠,行皃.褚教反.二.
243,4,徹開二肴去,去,效,13980,9,徹2,踔,猨跳.
243,5,生開二肴去,去,效,13981,10,生2,稍,所教反.三.
243,6,生開二肴去,去,效,13982,10,生2,潲,豕食.
243,7,生開二肴去,去,效,13983,10,生2,揱,木上小.
243,10,澄開二肴去,去,效,13986,11,澄2,棹,舟棹.直教反.一.
243,12,孃開二肴去,去,效,13988,12,娘2,橈,木曲.奴効反.又如昭反.三.
243,13,孃開二肴去,去,效,13989,12,娘2,淖,泥.
243,14,孃開二肴去,去,效,13990,12,娘2,𠆴,不靜.或作鬧.
243,15,莊開二肴去,去,效,13991,13,莊2,抓,爪刺.側教反.二.
243,16,莊開二肴去,去,效,13992,13,莊2,癄,縮.
243,18,並二肴去,去,效,13994,14,並2,靤,面瘡.防教反.二.
243,19,並二肴去,去,效,13995,14,並2,鞄,治皮.
243,22,初開二肴去,去,效,13998,15,初2,抄,初教反.一.
243,31,匣開一豪去,去,号,14007,1,匣1,号,号令.胡到反.二.
243,32,匣開一豪去,去,号,14008,1,匣1,𤩭,石似玉.
243,36,定開一豪去,去,号,14012,2,定1,導,引.徒到反.七.
243,37,定開一豪去,去,号,14013,2,定1,翿,舞所執.
243,38,定開一豪去,去,号,14014,2,定1,悼,傷.
243,39,定開一豪去,去,号,14015,2,定1,蹈,踐.
243,40,定開一豪去,去,号,14016,2,定1,盜,.
243,41,定開一豪去,去,号,14017,2,定1,纛,左纛.
243,42,定開一豪去,去,号,14018,2,定1,燾,覆.又大刀反.
243,48,端開一豪去,去,号,14024,3,端1,到,都導反.二.
243,49,端開一豪去,去,号,14025,3,端1,禱,祭.
243,53,見開一豪去,去,号,14029,4,見1,誥,古到反.四.
243,54,見開一豪去,去,号,14030,4,見1,郜,國名在濟隂.
243,55,見開一豪去,去,号,14031,4,見1,縞,又古老反.
243,56,見開一豪去,去,号,14032,4,見1,吿,又古沃反.
244,1,疑開一豪去,去,号,14035,5,疑1,傲,五到反.五.
244,2,疑開一豪去,去,号,14036,5,疑1,䫨,頭長.
244,3,疑開一豪去,去,号,14037,5,疑1,鏊,餅鏊.
244,4,疑開一豪去,去,号,14038,5,疑1,驁,馬名.
244,5,疑開一豪去,去,号,14039,5,疑1,奡,陸地行舟人.
244,7,明一豪去,去,号,14041,6,明1,帽,莫報反.六.
244,8,明一豪去,去,号,14042,6,明1,耄,老耄.
244,9,明一豪去,去,号,14043,6,明1,芼,菜香食.
244,10,明一豪去,去,号,14044,6,明1,眊,目少睛.
244,11,明一豪去,去,号,14045,6,明1,瑁,珪名.
244,12,明一豪去,去,号,14046,6,明1,冒,涉.又莫北反.
244,20,來開一豪去,去,号,14054,7,來1,嫪,悋物.盧到反.四.
244,22,來開一豪去,去,号,14056,7,來1,潦,淹.或作澇.
244,23,來開一豪去,去,号,14057,7,來1,勞,慰勞.
244,24,來開一豪去,去,号,14058,7,來1,髝,髝髞麁皃.又盧刀反.
244,27,清開一豪去,去,号,14061,8,清1,操,持.七到反.又七刀反.二.
244,28,清開一豪去,去,号,14062,8,清1,造,至.又昨早反.
244,32,並一豪去,去,号,14066,9,並1,暴,薄報反.三.
244,34,並一豪去,去,号,14068,9,並1,瀑,甚雨.
244,35,並一豪去,去,号,14069,9,並1,菢,鳥伏卵.
244,38,幫一豪去,去,号,14072,10,幫1,報,博秏反.一.
244,39,從開一豪去,去,号,14073,11,從1,漕,水運穀.在到反.一.
244,40,影開一豪去,去,号,14074,12,影1,奧,深.烏到反.五.
244,41,影開一豪去,去,号,14075,12,影1,䐿,藏肉.
244,42,影開一豪去,去,号,14076,12,影1,懊,懊悔.
244,43,影開一豪去,去,号,14077,12,影1,𩟇,妬食.
244,44,影開一豪去,去,号,14078,12,影1,隩,屋隅.
244,51,心開一豪去,去,号,14085,13,心1,喿,羣鳥聲.蘇到反.四.
244,52,心開一豪去,去,号,14086,13,心1,譟,羣呼.
244,53,心開一豪去,去,号,14087,13,心1,瘙,疥瘙.
244,54,心開一豪去,去,号,14088,13,心1,髞,髝髞.
244,56,溪開一豪去,去,号,14090,14,溪1,𩝝,餉軍.苦到反.二.
244,57,溪開一豪去,去,号,14091,14,溪1,靠,相違.
245,2,精開一豪去,去,号,14094,15,精1,竃,則到反.二.
245,3,精開一豪去,去,号,14095,15,精1,躁,動.
245,5,曉開一豪去,去,号,14097,16,曉1,秏,減.呼到反.一.
245,11,見開一歌去,去,箇,14103,1,見1開,箇,古賀反.一.
245,13,匣開一歌去,去,箇,14105,2,匣1開,賀,何箇反.一.
245,15,精開一歌去,去,箇,14107,3,精1開,佐,作箇反.二.
245,16,精開一歌去,去,箇,14108,3,精1開,左,左右.又作可反.
245,21,端開一歌去,去,箇,14113,4,端1開,跢,小兒行.丁佐反.四.
245,22,端開一歌去,去,箇,14114,4,端1開,癉,勞.
245,23,端開一歌去,去,箇,14115,4,端1開,哆,語助聲.
245,24,端開一歌去,去,箇,14116,4,端1開,痑,病.
245,25,來開一歌去,去,箇,14117,5,來1開,邏,遊兵.盧箇反.二.
245,26,來開一歌去,去,箇,14118,5,來1開,𧟌,婦人衣.
245,27,溪開一歌去,去,箇,14119,6,溪1開,坷,坎坷不平皃.口佐反.二.
245,28,溪開一歌去,去,箇,14120,6,溪1開,軻,孟子居貧轗軻故名軻字子居.又苦何反.
245,30,疑開一歌去,去,箇,14122,7,疑1開,餓,五箇反.一.
245,31,幫一歌去,去,箇,14123,8,幫1,播,補箇反.二.
245,32,幫一歌去,去,箇,14124,8,幫1,簸,簸揚.又布火反.
245,34,曉合一歌去,去,箇,14126,9,曉1合,貨,呼卧反.一.
245,35,疑合一歌去,去,箇,14127,10,疑1合,卧,五貨反.一.
245,36,泥開一歌去,去,箇,14128,11,泥1開,奈,奈何.奴箇反.又奴蓋反.一.
245,38,溪合一歌去,去,箇,14130,12,溪1合,課,苦卧反.一.
245,43,精合一歌去,去,箇,14135,13,精1合,挫,則卧反.二.
245,44,精合一歌去,去,箇,14136,13,精1合,夎,拜失容.
245,46,明一歌去,去,箇,14138,14,明1,磨,莫箇反.又莫波反.三.
245,47,明一歌去,去,箇,14139,14,明1,塺,塵.
245,48,明一歌去,去,箇,14140,14,明1,摩,按摩.又莫波反.
245,49,清合一歌去,去,箇,14141,15,清1合,剉,斫.麁卧反.三.
245,50,清合一歌去,去,箇,14142,15,清1合,銼,蜀人呼鈷䥈.
245,51,清合一歌去,去,箇,14143,15,清1合,莝,斬草.
245,52,泥合一歌去,去,箇,14144,16,泥1合,愞,弱.乃卧反.又乃亂反.二.
245,53,泥合一歌去,去,箇,14145,16,泥1合,堧,沙土.又而縁反.
245,58,匣合一歌去,去,箇,14150,17,匣1合,和,胡卧反.又胡過反.一.
246,3,透合一歌去,去,箇,14153,18,透1合,唾,託卧反.三.
246,4,透合一歌去,去,箇,14154,18,透1合,毻,鳥獸易毛.
246,5,透合一歌去,去,箇,14155,18,透1合,蛻,蟬蛻去皮.
246,8,見合一歌去,去,箇,14158,19,見1合,過,古卧反.又古和反.一.
246,12,滂一歌去,去,箇,14162,20,滂1,破,普卧反.二.
246,13,滂一歌去,去,箇,14163,20,滂1,頗,又普和反.
246,14,影合一歌去,去,箇,14164,21,影1合,涴,泥著物.烏卧反.一.
246,18,定合一歌去,去,箇,14168,22,定1合,惰,懈.徒卧反.一.
246,21,定開一歌去,去,箇,14171,23,定1開,馱,負物.唐佐反.一.
246,39,明二麻去,去,禡,14189,1,明2,禡,祭名.莫駕反.六.
246,40,明二麻去,去,禡,14190,1,明2,榪,牀頭横木.
246,41,明二麻去,去,禡,14191,1,明2,鬕,婦人結帶.
246,42,明二麻去,去,禡,14192,1,明2,㾺,牛馬病.又莫晏反.
246,43,明二麻去,去,禡,14193,1,明2,罵,.
246,44,明二麻去,去,禡,14194,1,明2,䣕,縣名在犍爲.
246,46,見開二麻去,去,禡,14196,2,見2開,駕,古訝反.八.
246,47,見開二麻去,去,禡,14197,2,見2開,稼,.
246,48,見開二麻去,去,禡,14198,2,見2開,嫁,.
246,49,見開二麻去,去,禡,14199,2,見2開,瘕,腹病.
246,50,見開二麻去,去,禡,14200,2,見2開,架,架屋.
246,51,見開二麻去,去,禡,14201,2,見2開,𢱈,舉閣.
246,52,見開二麻去,去,禡,14202,2,見2開,價,價數.
246,53,見開二麻去,去,禡,14203,2,見2開,假,借.又古雅反.
246,56,影開二麻去,去,禡,14206,3,影2開,亞,次.烏駕反.二.
246,57,影開二麻去,去,禡,14207,3,影2開,俹,倚.
247,4,曉開二麻去,去,禡,14212,4,曉2開,嚇,𥬇聲.呼訝反.又呼格反.五.
247,5,曉開二麻去,去,禡,14213,4,曉2開,罅,孔罅.
247,6,曉開二麻去,去,禡,14214,4,曉2開,唬,虎聲.
247,7,曉開二麻去,去,禡,14215,4,曉2開,𧫒,誑.
247,8,曉開二麻去,去,禡,14216,4,曉2開,㙤,地名在晉.
247,10,疑開二麻去,去,禡,14218,5,疑2開,迓,迎.五駕反.三.
247,11,疑開二麻去,去,禡,14219,5,疑2開,訝,嗟.
247,12,疑開二麻去,去,禡,14220,5,疑2開,犽,獸名.
247,15,徹開二麻去,去,禡,14223,6,徹2開,詫,誑.丑亞反.一.
247,16,知開二麻去,去,禡,14224,7,知2開,吒,吒歎.陟訝反.三.
247,17,知開二麻去,去,禡,14225,7,知2開,奼,美女.又都故反.
247,18,知開二麻去,去,禡,14226,7,知2開,灹,火聲.
247,22,莊開二麻去,去,禡,14230,8,莊2開,詐,側訝反.一.
247,25,崇開二麻去,去,禡,14233,9,崇2開,乍,鋤駕反.二.
247,26,崇開二麻去,去,禡,14234,9,崇2開,䄍,祭名.
247,31,邪開三麻去,去,禡,14239,10,邪3開,謝,似夜反.二.
247,32,邪開三麻去,去,禡,14240,10,邪3開,榭,臺榭.
247,34,溪開二麻去,去,禡,14242,11,溪2開,髂,口訝反.二.
247,35,溪開二麻去,去,禡,14243,11,溪2開,疴,小𠒇驚.
247,37,匣開二麻去,去,禡,14245,12,匣2開,暇,閑.胡訝反.二.
247,38,匣開二麻去,去,禡,14246,12,匣2開,夏,又胡雅反.
247,41,從開三麻去,去,禡,14249,13,從3開,褯,小𠒇褯.慈夜反.二.
247,42,從開三麻去,去,禡,14250,13,從3開,藉,以蘭茅藉地.又慈亦反.
247,46,以開三麻去,去,禡,14254,14,羊3開,夜,以謝反.三.
247,47,以開三麻去,去,禡,14255,14,羊3開,射,僕射.
247,48,以開三麻去,去,禡,14256,14,羊3開,鵺,鳥名.
247,49,昌開三麻去,去,禡,14257,15,昌3開,䞣,怒.一曰牽.充夜反.又丑格反.一.
247,50,心開三麻去,去,禡,14258,16,心3開,蝑,鹽藏蟹.思夜反.又息余反.二.
247,51,心開三麻去,去,禡,14259,16,心3開,卸,卸馬去鞌.
247,54,章開三麻去,去,禡,14262,17,章3開,柘,木名.之夜反.五.
247,55,章開三麻去,去,禡,14263,17,章3開,鷓,鷓鴣鳥名.
247,56,章開三麻去,去,禡,14264,17,章3開,䗪,蟲名.
247,57,章開三麻去,去,禡,14265,17,章3開,炙,炙肉.又之石反.
247,58,章開三麻去,去,禡,14266,17,章3開,蔗,甘蔗.
248,2,精開三麻去,去,禡,14268,18,精3開,唶,歎聲.子夜反.二.
248,3,精開三麻去,去,禡,14269,18,精3開,借,假.又子昔反.
248,4,書開三麻去,去,禡,14270,19,書3開,舍,始夜反.三.
248,5,書開三麻去,去,禡,14271,19,書3開,赦,.
248,6,書開三麻去,去,禡,14272,19,書3開,騇,馬名.
248,9,船開三麻去,去,禡,14275,20,船3開,射,神夜反.又神亦以謝二反.二.
