頁,行,音韻地位描述,聲調,韻目,序数,小韻,音類,字頭,釋義
165,29,明三B仙上,上,獮,9517,39,明B,免,黜.亡辨反.七.
165,30,明三B仙上,上,獮,9518,39,明B,俛,俯.
165,31,明三B仙上,上,獮,9519,39,明B,冕,王冠.
165,32,明三B仙上,上,獮,9520,39,明B,鮸,魚名.
165,33,明三B仙上,上,獮,9521,39,明B,㝃,生子免身.
165,34,明三B仙上,上,獮,9522,39,明B,勉,勗.
165,35,明三B仙上,上,獮,9523,39,明B,娩,婉娩.
165,36,見開三A仙上,上,獮,9524,40,見A開,𢵈,𢵈搌.基善反.一.
165,37,徹開三仙上,上,獮,9525,41,徹3開,搌,長.丑善反.二.
165,39,徹開三仙上,上,獮,9527,41,徹3開,𣃘,旌旗柱.
165,49,心開四蕭上,上,篠,9537,1,心4,篠,細竹.蘇鳥反.三.
165,50,心開四蕭上,上,篠,9538,1,心4,𩵌,魚名.
165,52,心開四蕭上,上,篠,9540,1,心4,謏,善談.
165,54,見開四蕭上,上,篠,9542,2,見4,晈,光.古了反.七.
165,55,見開四蕭上,上,篠,9543,2,見4,璬,佩玉.
165,56,見開四蕭上,上,篠,9544,2,見4,𢅎,行縢𢅎脛.
165,57,見開四蕭上,上,篠,9545,2,見4,皎,月光白.詩云月出皎兮.
165,58,見開四蕭上,上,篠,9546,2,見4,䥵,鐵文.
166,1,見開四蕭上,上,篠,9547,2,見4,㿟,白.又匹白反.
166,2,見開四蕭上,上,篠,9548,2,見4,皦,珠玉白皃.
166,8,端開四蕭上,上,篠,9554,3,端4,鳥,都了反.五.
166,9,端開四蕭上,上,篠,9555,3,端4,𢁕,絹布頭.
166,10,端開四蕭上,上,篠,9556,3,端4,㣿,垂心.
166,11,端開四蕭上,上,篠,9557,3,端4,𠄏,懸皃.
166,12,端開四蕭上,上,篠,9558,3,端4,蔦,樹上寄生.
166,15,來開四蕭上,上,篠,9561,4,來4,了,盧鳥反.四.
166,16,來開四蕭上,上,篠,9562,4,來4,蓼,菜.
166,17,來開四蕭上,上,篠,9563,4,來4,瞭,目精朗.
166,18,來開四蕭上,上,篠,9564,4,來4,镽,镽𨲭長皃.
166,26,透開四蕭上,上,篠,9572,5,透4,朓,月見西方.吐鳥反.二.
166,27,透開四蕭上,上,篠,9573,5,透4,窱,窈窱深逺皃.
166,28,曉開四蕭上,上,篠,9574,6,曉4,曉,呼鳥反.一.
166,30,影開四蕭上,上,篠,9576,7,影4,杳,烏皎反.六.
166,31,影開四蕭上,上,篠,9577,7,影4,窅,深目.
166,32,影開四蕭上,上,篠,9578,7,影4,窈,窈窱.又窈窕美皃.
166,33,影開四蕭上,上,篠,9579,7,影4,偠,偠㒟身弱好皃.
166,34,影開四蕭上,上,篠,9580,7,影4,騕,騕褭神馬.
166,35,影開四蕭上,上,篠,9581,7,影4,𨱧,𨱧𨲂長而不勁.
166,39,泥開四蕭上,上,篠,9585,8,泥4,嬲,戲相擾.乃鳥反.四.
166,40,泥開四蕭上,上,篠,9586,8,泥4,嫋,長皃.
166,41,泥開四蕭上,上,篠,9587,8,泥4,𨲂,𨱧𨲂.
166,44,泥開四蕭上,上,篠,9590,8,泥4,褭,騕褭.
166,46,匣開四蕭上,上,篠,9592,9,匣4,皛,顯.胡了反.二.
166,47,匣開四蕭上,上,篠,9593,9,匣4,𦯪,鳧茈草.
166,49,定開四蕭上,上,篠,9595,10,定4,窕,窈窕.徒了反.二.
166,50,定開四蕭上,上,篠,9596,10,定4,誂,弄.俗作挑.
